cpc;nace;weight
G01S;26.60;0.3399266
G01S;26.70;0.0283706
G01S;30.30;0.119455
G01S;59.20;0.2062073
G01T;02.20;0.0843934
G01T;07.21;0.0660068
G01T;20.51;0.0060233
G01T;20.52;0.0060233
G01T;20.53;0.0060233
G01T;20.59;0.0060233
G01T;23.11;0.00889894
G01T;23.12;0.00889894
G01T;23.13;0.00889894
G01T;23.14;0.00889894
G01T;23.19;0.00889894
G01T;25.30;0.0289502
G01T;26.20;0.0607679
G01T;26.51;0.0882095
G01T;26.60;0.0833936
G01T;26.70;0.4861495
G01T;32.11;0.01677055
G01T;32.12;0.01677055
G01V;02.20;0.9988974
G01V;09.90;0.0011027
G01W;26.20;0.1132646
G01W;26.30;0.0496432
G01W;26.51;0.0427679
G01W;30.30;0.4934989
G01W;36.00;0.0944139
G01W;59.20;0.0813025
G01W;61.30;0.057098
G01W;73.20;0.0279923
G01W;74.30;0.02000935
G01W;74.90;0.02000935
G02B;26.70;0.9327193
G02B;27.31;0.0672807
G02C;26.70;1.0
G02F;20.16;0.08575555
G02F;20.17;0.08575555
G02F;20.51;0.0261793
G02F;20.52;0.0261793
G02F;20.53;0.0261793
G02F;20.59;0.0261793
G02F;23.11;0.09251694
G02F;23.12;0.09251694
G02F;23.13;0.09251694
G02F;23.14;0.09251694
G02F;23.19;0.09251694
G02F;25.50;0.0317106
G02F;26.11;0.0437003
G02F;26.12;0.0437003
G02F;26.70;0.1192634
G02F;59.12;0.0228124
G03B;26.70;1.0
G03C;18.13;0.0192367
G03C;18.14;0.0192367
G03C;20.11;0.136955475
G03C;20.12;0.136955475
G03C;20.13;0.136955475
G03C;20.14;0.136955475
G03C;20.16;0.1652222
G03C;20.17;0.1652222
G03C;59.11;0.049592
G03C;59.14;0.0336683
G03D;74.20;1.0
G03F;18.13;0.25796505
G03F;18.14;0.25796505
G03F;20.11;0.042823775
G03F;20.12;0.042823775
G03F;20.13;0.042823775
G03F;20.14;0.042823775
G03F;20.16;0.1065519
G03F;20.17;0.1065519
G03F;26.70;0.0996711
G03G;20.16;0.1173474
G03G;20.17;0.1173474
G03G;23.11;0.00510682
G03G;23.12;0.00510682
G03G;23.13;0.00510682
G03G;23.14;0.00510682
G03G;23.19;0.00510682
G03G;26.51;0.024963
G03G;28.15;0.0273699
G03G;28.23;0.4652464
G03G;28.95;0.039925166666666664
G03G;28.96;0.039925166666666664
G03G;28.99;0.039925166666666664
G03G;32.91;0.0481823
G03G;32.99;0.0481823
G03G;82.99;0.0060518
G03H;20.16;0.02103795
G03H;20.17;0.02103795
G03H;20.30;0.029959
G03H;20.51;0.03165395
G03H;20.52;0.03165395
G03H;20.53;0.03165395
G03H;20.59;0.03165395
G03H;23.11;0.00908046
G03H;23.12;0.00908046
G03H;23.13;0.00908046
G03H;23.14;0.00908046
G03H;23.19;0.00908046
G03H;26.20;0.1162625
G03H;26.70;0.349389
G03H;59.12;0.0915219
G03H;59.14;0.0481201
G03H;72.11;0.01756935
G03H;72.19;0.01756935
G03H;74.10;0.1155149
G04B;26.52;0.9729928
G04B;28.15;0.0270072
G04C;26.52;0.8990724
G04C;27.20;0.0781118
G04C;28.15;0.0228158
G04D;26.52;1.0
G04F;26.52;0.9015725
G04F;32.91;0.01122735
G04F;32.99;0.01122735
G04F;93.19;0.0759729
G04G;26.52;0.9733126
G04G;59.20;0.0266873
G04R;26.30;0.1409719
G04R;26.52;0.4023247
G04R;59.20;0.32805
G04R;93.19;0.1286535
G05B;26.20;0.1784219
G05B;26.51;0.1596974
G05B;28.41;0.3144023
G05B;28.49;0.3144023
G05B;28.94;0.0326885
G05B;84.21;0.0003877
G05D;26.20;0.0243273
G05D;26.51;0.0788149
G05D;28.11;0.0399939
G05D;30.30;0.7439944
G05D;35.30;0.0472672
G05D;36.00;0.0656022
G05F;26.11;0.08994195
G05F;26.12;0.08994195
G05F;26.51;0.0674256
G05F;26.52;0.1342856
G05F;27.11;0.26867165
G05F;27.12;0.26867165
G05F;27.20;0.0810615
G05G;26.20;0.028807
G05G;26.51;0.1285663
G05G;28.15;0.2332041
G05G;29.10;0.218444
G05G;29.31;0.06898635
G05G;29.32;0.06898635
G05G;32.91;0.04394755
G05G;32.99;0.04394755
G05G;45.11;0.0142656
G05G;45.19;0.0142656
G05G;56.30;0.0500904
G05G;74.30;0.0304341
G05G;74.90;0.0304341
G05G;85.53;0.0128106
G05G;85.59;0.0128106
G06C;28.23;0.9767527
G06C;86.10;0.0232473
G06D;86.21;0.3333333333333333
G06D;86.22;0.3333333333333333
G06D;86.23;0.3333333333333333
G06E;26.20;0.0665226
G06E;26.70;0.5969266
G06E;28.23;0.1216522
G06E;59.12;0.0378548
G06E;59.20;0.0217873
G06E;63.11;0.0363458
G06E;71.11;0.04517035
G06E;71.12;0.04517035
G06E;74.20;0.0285699
G06F;26.20;0.8584253
G06F;26.52;0.0549653
G06F;58.11;0.0001008
G06F;58.12;4.05e-05
G06F;62.01;0.0023435
G06F;62.09;0.0040807
G06F;74.30;0.0242108
G06F;74.90;0.0242108
G06F;84.23;0.010511
G06F;84.24;0.010511
G06F;84.25;0.010511
G06F;85.52;3.5e-05
G06F;91.01;5.43e-05
G06G;26.52;0.1045347
G06G;28.23;0.8563367
G06G;84.30;0.0391286
G06J;26.20;0.0594244
G06J;26.52;0.7632159
G06J;35.11;0.010271125
G06J;35.12;0.010271125
G06J;35.13;0.010271125
G06J;35.14;0.010271125
G06J;71.11;0.06813755
G06J;71.12;0.06813755
G06K;26.20;0.2228818
G06K;26.30;0.2915858
G06K;26.70;0.14452
G06K;59.12;0.1363731
G06K;59.20;0.2046392
G06M;01.47;0.0093449
G06M;01.64;0.1439726
G06M;21.10;0.02558625
G06M;21.20;0.02558625
G06M;26.51;0.2431627
G06M;26.70;0.0289033
G06M;28.15;0.1902163
G06M;28.22;0.1543354
G06M;28.94;0.0299011
G06M;32.91;0.01320865
G06M;32.99;0.01320865
G06M;56.30;0.0791471
G06M;74.30;0.02171345
G06M;74.90;0.02171345
G06N;26.20;0.7439494
G06N;32.30;0.1412604
G06N;65.12;0.0108316
G06N;85.53;0.0519793
G06N;85.59;0.0519793
G06Q;26.20;0.1652658
G06Q;46.11;0.05104921111111111
G06Q;46.12;0.05104921111111111
G06Q;46.13;0.05104921111111111
G06Q;46.14;0.05104921111111111
G06Q;46.15;0.05104921111111111
G06Q;46.16;0.05104921111111111
G06Q;46.17;0.05104921111111111
G06Q;46.18;0.05104921111111111
G06Q;46.19;0.05104921111111111
G06Q;46.43;7.127142857142858e-05
G06Q;46.44;7.127142857142858e-05
G06Q;46.45;7.127142857142858e-05
G06Q;46.46;7.127142857142858e-05
G06Q;46.47;7.127142857142858e-05
G06Q;46.48;7.127142857142858e-05
G06Q;46.49;7.127142857142858e-05
G06Q;46.51;0.0017525
G06Q;46.71;0.0004989
G06Q;52.29;0.0018449
G06Q;58.21;0.000175
G06Q;58.29;0.000175
G06Q;63.12;0.0220354
G06Q;64.20;0.0022449
G06Q;64.30;0.0089099
G06Q;64.92;0.0103815
G06Q;64.99;0.0153064
G06Q;65.11;0.0364102
G06Q;65.20;0.0067112
G06Q;65.30;0.0067347
G06Q;66.11;0.012091
G06Q;66.19;0.1117597
G06Q;66.21;0.0153742
G06Q;66.22;0.001746
G06Q;66.30;0.0010393
G06Q;68.10;0.00024945
G06Q;68.20;0.00024945
G06Q;69.10;0.0014342
G06Q;69.20;0.0733201
G06Q;70.21;0.0002605
G06Q;70.22;0.0002605
G06Q;73.11;0.0114108
G06Q;73.12;0.0114108
G06Q;78.30;0.0043195
G06Q;79.11;0.0089057
G06Q;79.12;0.0001871
G06Q;82.11;0.0017671
G06Q;84.11;0.0045454
G06Q;85.41;0.00019955
G06Q;85.42;0.00019955
G06Q;85.60;0.0005756
G06Q;87.30;0.0003063
G06T;26.20;0.3715271
G06T;26.40;0.0267047
G06T;26.60;0.0410317
G06T;26.70;0.1121129
G06T;58.19;0.0103216
G06T;59.12;0.438302
G07B;53.10;0.4680344
G07B;53.20;0.01613
G07B;69.20;0.5158356
G07C;26.20;0.1313502
G07C;26.30;0.1740609
G07C;26.51;0.0657108
G07C;26.52;0.0423637
G07C;29.10;0.1525904
G07C;33.15;0.013214866666666667
G07C;33.16;0.013214866666666667
G07C;33.17;0.013214866666666667
G07C;59.20;0.138624
G07C;68.31;0.001854
G07C;68.32;0.001854
G07C;73.20;0.0836544
G07C;79.90;0.0019705
G07C;80.10;0.0265939
G07C;92.00;0.1397288
G07D;17.11;0.0152268
G07D;17.12;0.0152268
G07D;32.11;0.4829207
G07D;32.12;0.4829207
G07D;82.91;0.0037051
G07F;28.25;0.01976
G07F;28.29;0.01976
G07F;32.11;0.09579355
G07F;32.12;0.09579355
G07F;64.11;0.0004505
G07F;92.00;0.7684425
G07G;17.11;0.01295125
G07G;17.12;0.01295125
G07G;17.22;0.0106502
G07G;17.23;0.0106502
G07G;17.24;0.0106502
G07G;17.29;0.0106502
G07G;26.20;0.0396172
G07G;28.23;0.6898168
G07G;30.99;0.1162742
G07G;32.11;0.01198925
G07G;32.12;0.01198925
G07G;69.20;0.0610051
G07G;95.11;0.000805
G08B;26.30;0.3176413
G08B;26.40;0.0668769
G08B;26.70;0.0479379
G08B;27.20;0.0692693
G08B;59.12;0.06263
G08B;59.20;0.2977948
G08B;73.20;0.0437143
G08B;80.20;0.0941354
G08C;26.30;0.7852241
G08C;26.51;0.0935623
G08C;59.20;0.1203848
G08C;93.29;0.0008286
G08G;26.20;0.0474856
G08G;26.30;0.03431
G08G;26.51;0.0378645
G08G;29.10;0.037652
G08G;30.30;0.6976045
G08G;59.20;0.1172935
G08G;63.99;0.0277899
G09B;26.20;0.309901
G09B;26.40;0.0439752
G09B;30.30;0.0657987
G09B;32.20;0.1636797
G09B;32.40;0.1858079
G09B;32.91;0.01711075
G09B;32.99;0.01711075
G09B;46.62;0.00027551666666666665
G09B;46.63;0.00027551666666666665
G09B;46.64;0.00027551666666666665
G09B;46.65;0.00027551666666666665
G09B;46.66;0.00027551666666666665
G09B;46.69;0.00027551666666666665
G09B;59.12;0.1268272
G09B;64.19;0.0389386
G09B;74.30;0.0145986
G09B;74.90;0.0145986
G09C;17.11;0.0381198
G09C;17.12;0.0381198
G09C;26.20;0.6746124
G09C;26.70;0.0930336
G09C;32.30;0.0223852
G09C;33.14;0.1337292
G09D;17.11;0.23340815
G09D;17.12;0.23340815
G09D;17.22;0.0570348
G09D;17.23;0.0570348
G09D;17.24;0.0570348
G09D;17.29;0.0570348
G09D;20.51;0.006042225
G09D;20.52;0.006042225
G09D;20.53;0.006042225
G09D;20.59;0.006042225
G09D;26.52;0.2808756
G09F;13.91;0.0346602
G09F;13.95;0.010363333333333334
G09F;13.96;0.010363333333333334
G09F;13.99;0.010363333333333334
G09F;17.11;0.06933875
G09F;17.12;0.06933875
G09F;17.22;0.007319325
G09F;17.23;0.007319325
G09F;17.24;0.007319325
G09F;17.29;0.007319325
G09F;20.30;0.0269533
G09F;20.51;0.170829925
G09F;20.52;0.170829925
G09F;20.53;0.170829925
G09F;20.59;0.170829925
G09F;73.11;0.02801095
G09F;73.12;0.02801095
G09G;26.20;0.0335495
G09G;26.52;0.163983
G09G;59.12;0.8024675
G10B;32.20;1.0
G10C;32.20;1.0
G10D;32.20;1.0
G10F;32.20;1.0
G10G;32.20;1.0
G10H;32.20;1.0
G10K;26.40;0.2398577
G10K;26.60;0.6153389
G10K;26.70;0.026376
G10K;32.20;0.1184274
G10L;26.20;0.1881012
G10L;26.30;0.0512403
G10L;26.40;0.5304964
G10L;28.23;0.230162
G11B;26.20;0.0571453
G11B;26.70;0.0214949
G11B;26.80;0.8662015
G11B;59.12;0.0551583
G11C;26.20;0.0481622
G11C;26.52;0.9518378
G12B;10.83;0.006413725
G12B;10.84;0.006413725
G12B;10.86;0.006413725
G12B;10.89;0.006413725
G12B;22.21;0.0101126
G12B;22.22;0.0101126
G12B;22.23;0.0101126
G12B;22.29;0.0101126
G12B;23.11;0.00877438
G12B;23.12;0.00877438
G12B;23.13;0.00877438
G12B;23.14;0.00877438
G12B;23.19;0.00877438
G12B;23.61;0.008490833333333333
G12B;23.62;0.008490833333333333
G12B;23.63;0.008490833333333333
G12B;23.64;0.008490833333333333
G12B;23.65;0.008490833333333333
G12B;23.69;0.008490833333333333
G12B;26.51;0.2050733
G12B;26.70;0.280091
G12B;27.40;0.0318599
G12B;28.94;0.1062403
G12B;29.10;0.0299451
G12B;30.30;0.042008
G12B;30.40;0.0775634
G12B;33.13;0.0339145
G12B;74.30;0.0161911
G12B;74.90;0.0161911
G21B;13.92;0.9443874
G21B;27.11;0.0137369
G21B;27.12;0.0137369
G21B;36.00;0.0281387
G21C;13.92;0.0310869
G21C;23.61;0.007384766666666666
G21C;23.62;0.007384766666666666
G21C;23.63;0.007384766666666666
G21C;23.64;0.007384766666666666
G21C;23.65;0.007384766666666666
G21C;23.69;0.007384766666666666
G21C;24.10;0.006386833333333334
G21C;24.20;0.006386833333333334
G21C;24.31;0.006386833333333334
G21C;24.32;0.006386833333333334
G21C;24.33;0.006386833333333334
G21C;24.34;0.006386833333333334
G21C;33.11;0.2730899
G21C;35.30;0.1819893
G21C;36.00;0.4312042
G21D;28.11;0.0523556
G21D;33.11;0.1623055
G21D;35.30;0.6256754
G21D;36.00;0.1178913
G21D;84.13;0.0417722
G21F;20.11;0.02357205
G21F;20.12;0.02357205
G21F;20.13;0.02357205
G21F;20.14;0.02357205
G21F;20.15;0.0621633
G21F;23.11;0.00817154
G21F;23.12;0.00817154
G21F;23.13;0.00817154
G21F;23.14;0.00817154
G21F;23.19;0.00817154
G21F;23.31;0.01252745
G21F;23.32;0.01252745
G21F;23.51;0.05132965
G21F;23.52;0.05132965
G21F;23.61;0.014770666666666666
G21F;23.62;0.014770666666666666
G21F;23.63;0.014770666666666666
G21F;23.64;0.014770666666666666
G21F;23.65;0.014770666666666666
G21F;23.69;0.014770666666666666
G21F;24.10;0.011365416666666668
G21F;24.20;0.011365416666666668
G21F;24.31;0.011365416666666668
G21F;24.32;0.011365416666666668
G21F;24.33;0.011365416666666668
G21F;24.34;0.011365416666666668
G21F;24.41;0.007651883333333334
G21F;24.42;0.007651883333333334
G21F;24.43;0.007651883333333334
G21F;24.44;0.007651883333333334
G21F;24.45;0.007651883333333334
G21F;24.46;0.007651883333333334
G21F;24.51;0.058222
G21F;24.52;0.058222
G21F;36.00;0.1558504
G21F;38.12;0.1999545
G21G;10.71;0.0159142
G21G;10.72;0.0159142
G21G;20.11;0.06927535
G21G;20.12;0.06927535
G21G;20.13;0.06927535
G21G;20.14;0.06927535
G21G;20.15;0.1016408
G21G;20.16;0.0127032
G21G;20.17;0.0127032
G21G;23.11;0.00440514
G21G;23.12;0.00440514
G21G;23.13;0.00440514
G21G;23.14;0.00440514
G21G;23.19;0.00440514
G21G;24.10;0.00727825
G21G;24.20;0.00727825
G21G;24.31;0.00727825
G21G;24.32;0.00727825
G21G;24.33;0.00727825
G21G;24.34;0.00727825
G21G;24.41;0.01446955
G21G;24.42;0.01446955
G21G;24.43;0.01446955
G21G;24.44;0.01446955
G21G;24.45;0.01446955
G21G;24.46;0.01446955
G21G;26.60;0.0291044
G21G;27.90;0.0471116
G21G;28.91;0.0245522
G21G;36.00;0.3107423
G21H;20.11;0.01179035
G21H;20.12;0.01179035
G21H;20.13;0.01179035
G21H;20.14;0.01179035
G21H;23.11;0.00558378
G21H;23.12;0.00558378
G21H;23.13;0.00558378
G21H;23.14;0.00558378
G21H;23.19;0.00558378
G21H;26.11;0.013127
G21H;26.12;0.013127
G21H;27.20;0.8235909
G21H;32.11;0.0375374
G21H;32.12;0.0375374
G21J;20.11;0.009471725
G21J;20.12;0.009471725
G21J;20.13;0.009471725
G21J;20.14;0.009471725
G21J;20.51;0.22445375
G21J;20.52;0.22445375
G21J;20.53;0.22445375
G21J;20.59;0.22445375
G21J;23.41;0.00745382
G21J;23.42;0.00745382
G21J;23.43;0.00745382
G21J;23.44;0.00745382
G21J;23.49;0.00745382
G21J;27.11;0.01351445
G21J;27.12;0.01351445
G21K;20.11;0.01978885
G21K;20.12;0.01978885
G21K;20.13;0.01978885
G21K;20.14;0.01978885
G21K;20.16;0.019982
G21K;20.17;0.019982
G21K;23.11;0.00747336
G21K;23.12;0.00747336
G21K;23.13;0.00747336
G21K;23.14;0.00747336
G21K;23.19;0.00747336
G21K;26.51;0.0248482
G21K;26.60;0.026954
G21K;26.70;0.6247117
G21K;27.90;0.0845243
G21K;28.22;0.0515603
G21K;74.30;0.01545765
G21K;74.90;0.01545765
G21Y;23.61;0.0059163666666666665
G21Y;23.62;0.0059163666666666665
G21Y;23.63;0.0059163666666666665
G21Y;23.64;0.0059163666666666665
G21Y;23.65;0.0059163666666666665
G21Y;23.69;0.0059163666666666665
G21Y;24.10;0.011484416666666665
G21Y;24.20;0.011484416666666665
G21Y;24.31;0.011484416666666665
G21Y;24.32;0.011484416666666665
G21Y;24.33;0.011484416666666665
G21Y;24.34;0.011484416666666665
G21Y;33.11;0.1898005
G21Y;35.30;0.1496413
G21Y;36.00;0.5561535
H01B;20.16;0.1090747
H01B;20.17;0.1090747
H01B;23.11;0.005122079999999999
H01B;23.12;0.005122079999999999
H01B;23.13;0.005122079999999999
H01B;23.14;0.005122079999999999
H01B;23.19;0.005122079999999999
H01B;26.11;0.02638215
H01B;26.12;0.02638215
H01B;27.32;0.6112455
H01B;27.33;0.0922304
H01C;20.16;0.02729065
H01C;20.17;0.02729065
H01C;23.11;0.0192571
H01C;23.12;0.0192571
H01C;23.13;0.0192571
H01C;23.14;0.0192571
H01C;23.19;0.0192571
H01C;23.41;0.15114186000000002
H01C;23.42;0.15114186000000002
H01C;23.43;0.15114186000000002
H01C;23.44;0.15114186000000002
H01C;23.49;0.15114186000000002
H01C;25.50;0.0275331
H01C;26.11;0.0329454
H01C;26.12;0.0329454
H01F;27.11;0.4857729
H01F;27.12;0.4857729
H01F;27.90;0.0284542
H01G;20.16;0.0293356
H01G;20.17;0.0293356
H01G;23.41;0.17775658
H01G;23.42;0.17775658
H01G;23.43;0.17775658
H01G;23.44;0.17775658
H01G;23.49;0.17775658
H01G;25.50;0.0215115
H01G;25.61;0.01551715
H01G;25.62;0.01551715
H01H;26.11;0.1070394
H01H;26.12;0.1070394
H01H;27.33;0.6265085
H01H;32.91;0.07970635
H01H;32.99;0.07970635
H01J;23.11;0.07724067999999999
H01J;23.12;0.07724067999999999
H01J;23.13;0.07724067999999999
H01J;23.14;0.07724067999999999
H01J;23.19;0.07724067999999999
H01J;23.41;0.014263960000000001
H01J;23.42;0.014263960000000001
H01J;23.43;0.014263960000000001
H01J;23.44;0.014263960000000001
H01J;23.49;0.014263960000000001
H01J;25.50;0.0279777
H01J;26.51;0.1714867
H01J;26.70;0.3194115
H01J;27.40;0.0236008
H01K;23.11;0.029341460000000003
H01K;23.12;0.029341460000000003
H01K;23.13;0.029341460000000003
H01K;23.14;0.029341460000000003
H01K;23.19;0.029341460000000003
H01K;27.40;0.8532926
H01L;01.64;0.0213685
H01L;20.11;0.008639675
H01L;20.12;0.008639675
H01L;20.13;0.008639675
H01L;20.14;0.008639675
H01L;20.51;0.0139746
H01L;20.52;0.0139746
H01L;20.53;0.0139746
H01L;20.59;0.0139746
H01L;23.11;0.0045721600000000005
H01L;23.12;0.0045721600000000005
H01L;23.13;0.0045721600000000005
H01L;23.14;0.0045721600000000005
H01L;23.19;0.0045721600000000005
H01L;23.41;0.0052461800000000005
H01L;23.42;0.0052461800000000005
H01L;23.43;0.0052461800000000005
H01L;23.44;0.0052461800000000005
H01L;23.49;0.0052461800000000005
H01L;25.11;0.01385955
H01L;25.12;0.01385955
H01L;25.50;0.0992559
H01L;26.11;0.0117979
H01L;26.12;0.0117979
H01L;43.12;0.3442559
H01L;43.13;0.3442559
H01M;27.20;0.6234088
H01M;27.90;0.3765912
H01P;23.41;0.05412202000000001
H01P;23.42;0.05412202000000001
H01P;23.43;0.05412202000000001
H01P;23.44;0.05412202000000001
H01P;23.49;0.05412202000000001
H01P;25.50;0.021198
H01P;25.91;0.0051414
H01P;25.92;0.0051414
H01P;25.93;0.0051414
H01P;25.94;0.0051414
H01P;25.99;0.0051414
H01P;26.11;0.0177412
H01P;26.12;0.0177412
H01P;26.30;0.3195681
H01P;27.11;0.0193652
H01P;27.12;0.0193652
H01P;59.20;0.2887041
H01Q;26.30;0.9473624
H01Q;59.20;0.0526376
H01R;26.11;0.29651695
H01R;26.12;0.29651695
H01R;27.32;0.0485166
H01R;27.33;0.3339439
H01R;32.91;0.01225285
H01R;32.99;0.01225285
H01S;01.64;0.3454917
H01S;10.83;0.007809225
H01S;10.84;0.007809225
H01S;10.86;0.007809225
H01S;10.89;0.007809225
H01S;20.11;0.007447375
H01S;20.12;0.007447375
H01S;20.13;0.007447375
H01S;20.14;0.007447375
H01S;23.11;0.02963308
H01S;23.12;0.02963308
H01S;23.13;0.02963308
H01S;23.14;0.02963308
H01S;23.19;0.02963308
H01S;23.41;0.0089514
H01S;23.42;0.0089514
H01S;23.43;0.0089514
H01S;23.44;0.0089514
H01S;23.49;0.0089514
H01S;25.50;0.0240855
H01S;26.11;0.0229406
H01S;26.12;0.0229406
H01S;26.70;0.3305928
H01T;23.11;0.00876944
H01T;23.12;0.00876944
H01T;23.13;0.00876944
H01T;23.14;0.00876944
H01T;23.19;0.00876944
H01T;23.41;0.10278723999999999
H01T;23.42;0.10278723999999999
H01T;23.43;0.10278723999999999
H01T;23.44;0.10278723999999999
H01T;23.49;0.10278723999999999
H01T;25.50;0.1770071
H01T;25.61;0.05405035
H01T;25.62;0.05405035
H01T;28.11;0.0910698
H01T;32.11;0.0330195
H01T;32.12;0.0330195
H02B;27.11;0.01130975
H02B;27.12;0.01130975
H02B;27.33;0.9773805
H02G;23.61;0.008348900000000001
H02G;23.62;0.008348900000000001
H02G;23.63;0.008348900000000001
H02G;23.64;0.008348900000000001
H02G;23.65;0.008348900000000001
H02G;23.69;0.008348900000000001
H02G;25.71;0.0075991
H02G;25.72;0.0075991
H02G;25.73;0.0075991
H02G;26.11;0.02381655
H02G;26.12;0.02381655
H02G;27.32;0.0875508
H02G;27.33;0.7919253
H02H;26.11;0.09074375
H02H;26.12;0.09074375
H02H;27.11;0.2911025
H02H;27.12;0.2911025
H02H;27.20;0.0209199
H02H;27.33;0.1846153
H02H;35.11;0.007693075
H02H;35.12;0.007693075
H02H;35.13;0.007693075
H02H;35.14;0.007693075
H02J;27.20;0.9679467
H02J;27.90;0.0320533
H02K;24.10;0.025466033333333332
H02K;24.20;0.025466033333333332
H02K;24.31;0.025466033333333332
H02K;24.32;0.025466033333333332
H02K;24.33;0.025466033333333332
H02K;24.34;0.025466033333333332
H02K;26.11;0.0472249
H02K;26.12;0.0472249
H02K;27.11;0.29346065
H02K;27.12;0.29346065
H02K;28.15;0.0519233
H02K;28.94;0.0366603
H02K;32.91;0.0386245
H02K;32.99;0.0386245
H02M;26.11;0.01396045
H02M;26.12;0.01396045
H02M;26.52;0.040496
H02M;27.11;0.4657915
H02M;27.12;0.4657915
H02N;23.41;0.06896872
H02N;23.42;0.06896872
H02N;23.43;0.06896872
H02N;23.44;0.06896872
H02N;23.49;0.06896872
H02N;26.11;0.08401535
H02N;26.12;0.08401535
H02N;26.51;0.0513813
H02N;26.70;0.1417335
H02N;27.11;0.07466385
H02N;27.12;0.07466385
H02N;28.30;0.0243519
H02N;28.91;0.030947
H02N;74.30;0.04469205
H02N;74.90;0.04469205
H02P;26.11;0.0828193
H02P;26.12;0.0828193
H02P;26.51;0.2091616
H02P;27.11;0.30087155
H02P;27.12;0.30087155
H02P;28.23;0.0234568
H02S;23.11;0.015097900000000001
H02S;23.12;0.015097900000000001
H02S;23.13;0.015097900000000001
H02S;23.14;0.015097900000000001
H02S;23.19;0.015097900000000001
H02S;23.31;0.01420755
H02S;23.32;0.01420755
H02S;23.61;0.005546700000000001
H02S;23.62;0.005546700000000001
H02S;23.63;0.005546700000000001
H02S;23.64;0.005546700000000001
H02S;23.65;0.005546700000000001
H02S;23.69;0.005546700000000001
H02S;26.11;0.04116605
H02S;26.12;0.04116605
H02S;27.20;0.5700303
H02S;27.33;0.0911192
H02S;35.11;0.019642225
H02S;35.12;0.019642225
H02S;35.13;0.019642225
H02S;35.14;0.019642225
H02S;36.00;0.0407647
H03B;26.11;0.0242552
H03B;26.12;0.0242552
H03B;26.30;0.0267335
H03B;26.40;0.0305908
H03B;26.52;0.5998086
H03B;27.11;0.02937235
H03B;27.12;0.02937235
H03B;59.20;0.2356119
H03C;26.30;0.0408176
H03C;26.52;0.1655525
H03C;27.11;0.0106998
H03C;27.12;0.0106998
H03C;59.12;0.0215373
H03C;59.20;0.6852378
H03C;60.10;0.0343121
H03C;74.30;0.01557155
H03C;74.90;0.01557155
H03D;26.30;0.0240434
H03D;26.40;0.1500793
H03D;26.52;0.1598048
H03D;59.20;0.6375272
H03D;74.30;0.0142727
H03D;74.90;0.0142727
H03F;26.30;0.0503982
H03F;26.40;0.0295122
H03F;26.52;0.0365594
H03F;27.11;0.0767299
H03F;27.12;0.0767299
H03F;59.20;0.7300704
H03G;26.30;0.0713627
H03G;26.40;0.3312438
H03G;59.20;0.5973936
H03H;23.41;0.0229859
H03H;23.42;0.0229859
H03H;23.43;0.0229859
H03H;23.44;0.0229859
H03H;23.49;0.0229859
H03H;25.71;0.015761533333333334
H03H;25.72;0.015761533333333334
H03H;25.73;0.015761533333333334
H03H;26.11;0.0227959
H03H;26.12;0.0227959
H03H;26.30;0.1474861
H03H;26.40;0.0402264
H03H;26.52;0.2491533
H03H;27.11;0.04200795
H03H;27.12;0.04200795
H03H;27.33;0.0335994
H03H;32.11;0.01682655
H03H;32.12;0.01682655
H03H;59.20;0.20406
H03J;26.30;0.0568701
H03J;26.40;0.569203
H03J;59.20;0.3527718
H03J;60.10;0.0211551
H03K;26.52;1.0
H03L;26.52;1.0
H03M;26.20;0.0348379
H03M;26.52;0.8936316
H03M;28.23;0.0472314
H03M;59.12;0.0242991
H04B;26.30;0.4098259
H04B;26.52;0.0213361
H04B;59.20;0.568838
H04H;26.30;0.023164
H04H;26.40;0.2470737
H04H;59.12;0.0524632
H04H;59.20;0.2303193
H04H;60.10;0.4119416
H04H;60.20;0.0350382
H04J;26.30;0.0431398
H04J;26.52;0.8705944
H04J;59.20;0.0862659
H04K;26.30;0.279311
H04K;26.40;0.11088
H04K;59.12;0.0249741
H04K;59.13;0.0047488
H04K;59.20;0.5800862
H04L;26.20;0.30606
H04L;26.30;0.2512194
H04L;26.52;0.1204438
H04L;43.21;0.011816
H04L;59.20;0.2004023
H04L;61.90;0.0175829
H04L;63.91;0.0006032
H04L;74.30;0.01264755
H04L;74.90;0.01264755
H04L;82.30;0.0447529
H04L;84.23;0.007274766666666667
H04L;84.24;0.007274766666666667
H04L;84.25;0.007274766666666667
H04M;26.30;0.8454558
H04M;26.40;0.0297218
H04M;82.20;0.0506808
H04M;82.30;0.0741416
H04N;26.40;0.1893863
H04N;26.70;0.0741865
H04N;59.11;0.0233625
H04N;59.12;0.7130647
H04Q;26.20;0.0329938
H04Q;26.30;0.9047559
H04Q;26.52;0.0276676
H04Q;82.19;0.0008736
H04Q;82.30;0.0337092
H04R;26.40;0.5383388
H04R;26.60;0.4616612
H04S;26.40;1.0
H04T;26.20;0.047305
H04T;59.12;0.0942219
H04T;59.20;0.0291082
H04T;61.20;0.829365
H04W;26.30;0.0845402
H04W;59.20;0.801241
H04W;61.10;0.0009115
H04W;61.20;0.1133073
H05B;23.11;0.0061405800000000005
H05B;23.12;0.0061405800000000005
H05B;23.13;0.0061405800000000005
H05B;23.14;0.0061405800000000005
H05B;23.19;0.0061405800000000005
