cpc;nace;weight
B60J;29.32;0.0800165
B60K;27.11;0.0224699
B60K;27.12;0.0224699
B60K;28.12;0.0607879
B60K;28.15;0.5528461
B60K;29.10;0.2333214
B60K;29.31;0.0540524
B60K;29.32;0.0540524
B60L;26.11;0.0381917
B60L;26.12;0.0381917
B60L;26.51;0.0493295
B60L;27.11;0.09982835
B60L;27.12;0.09982835
B60L;27.20;0.4589896
B60L;27.90;0.0539206
B60L;28.15;0.0285958
B60L;29.10;0.0465515
B60L;30.20;0.086573
B60M;26.11;0.01290535
B60M;26.12;0.01290535
B60M;29.10;0.0514174
B60M;30.20;0.5349542
B60M;49.31;0.3878177
B60N;15.12;0.0772817
B60N;28.15;0.0430602
B60N;29.10;0.7753525
B60N;29.20;0.026928
B60N;29.31;0.011484
B60N;29.32;0.011484
B60N;31.01;0.013602375
B60N;31.02;0.013602375
B60N;31.03;0.013602375
B60N;31.09;0.013602375
B60P;28.22;0.0442791
B60P;29.20;0.894174
B60P;30.12;0.0615469
B60Q;26.11;0.01495685
B60Q;26.12;0.01495685
B60Q;26.70;0.1727165
B60Q;27.40;0.0590204
B60Q;29.10;0.3147148
B60Q;29.20;0.222876
B60Q;29.31;0.07736675
B60Q;29.32;0.07736675
B60Q;30.91;0.0460251
B60R;15.12;0.1509415
B60R;28.25;0.03215065
B60R;28.29;0.03215065
B60R;29.10;0.4544456
B60R;29.20;0.075028
B60R;29.31;0.1058612
B60R;29.32;0.1058612
B60R;32.91;0.0217806
B60R;32.99;0.0217806
B60S;22.19;0.0910565
B60S;23.11;0.014452360000000001
B60S;23.12;0.014452360000000001
B60S;23.13;0.014452360000000001
B60S;23.14;0.014452360000000001
B60S;23.19;0.014452360000000001
B60S;28.15;0.0384533
B60S;29.10;0.4532302
B60S;29.20;0.1759241
B60S;32.91;0.0395711
B60S;32.99;0.0395711
B60S;36.00;0.0403776
B60S;45.20;0.0226428
B60S;81.22;0.01345575
B60S;81.29;0.01345575
B60T;26.51;0.0723528
B60T;28.11;0.199112
B60T;28.12;0.043197
B60T;28.41;0.1351669
B60T;28.49;0.1351669
B60T;29.10;0.0890317
B60T;29.20;0.1011625
B60T;29.31;0.0923463
B60T;29.32;0.0923463
B60T;30.20;0.0401177
B60V;30.12;0.8572778
B60V;30.30;0.085619
B60V;36.00;0.0571032
B60W;26.51;0.1178116
B60W;27.11;0.03411815
B60W;27.12;0.03411815
B60W;27.20;0.025633
B60W;28.15;0.5197694
B60W;29.10;0.167287
B60W;29.31;0.05063135
B60W;29.32;0.05063135
B60Y;27.11;0.0252469
B60Y;27.12;0.0252469
B60Y;27.20;0.0512641
B60Y;28.12;0.223421
B60Y;28.15;0.304923
B60Y;28.30;0.0914265
B60Y;29.10;0.035397
B60Y;30.91;0.2430746
B61B;28.15;0.0324352
B61B;28.22;0.2263082
B61B;29.10;0.0817796
B61B;30.20;0.2172931
B61B;49.31;0.3262565
B61B;49.41;0.0579637
B61B;49.42;0.0579637
B61C;28.15;0.0517384
B61C;30.20;0.9482616
B61D;30.20;1.0
B61F;30.20;1.0
B61G;30.20;1.0
B61H;30.20;1.0
B61J;28.12;0.0322632
B61J;28.22;0.0490139
B61J;29.20;0.0321153
B61J;30.20;0.8657392
B61J;49.31;0.0208683
B61K;30.20;1.0
B61L;30.20;1.0
B62B;29.10;0.1016181
B62B;30.92;0.029038
B62B;30.99;0.8693439
B62C;15.12;0.9416898
B62C;25.71;0.019436733333333334
B62C;25.72;0.019436733333333334
B62C;25.73;0.019436733333333334
B62D;27.11;0.01287585
B62D;27.12;0.01287585
B62D;28.12;0.0372458
B62D;28.15;0.0426905
B62D;28.30;0.1196535
B62D;29.10;0.1721626
B62D;29.20;0.5601639
B62D;29.31;0.021166
B62D;29.32;0.021166
B62H;30.91;0.217859
B62H;30.92;0.7821409
B62J;30.91;0.4144462
B62J;30.92;0.5855538
B62K;25.71;0.015223633333333333
B62K;25.72;0.015223633333333333
B62K;25.73;0.015223633333333333
B62K;30.91;0.3279004
B62K;30.92;0.6264287
B62L;15.20;0.0329363
B62L;30.91;0.0207517
B62L;30.92;0.946312
B62M;28.15;0.0528535
B62M;30.92;0.9471465
B63B;30.11;0.1484305
B63B;30.12;0.8217119
B63B;36.00;0.0298576
B63C;30.11;0.1159349
B63C;30.12;0.7699215
B63C;36.00;0.1141435
B63G;25.40;0.4373223
B63G;30.11;0.0629316
B63G;30.12;0.2805433
B63G;30.30;0.0291009
B63G;36.00;0.1901019
B63H;30.12;1.0
B63J;30.11;0.0510058
B63J;30.12;0.8741577
B63J;36.00;0.0748365
B64B;30.30;1.0
B64C;30.30;1.0
B64D;30.30;1.0
B64F;30.30;0.9536637
B64F;33.15;0.0154454
B64F;33.16;0.0154454
B64F;33.17;0.0154454
B64G;30.30;0.8847203
B64G;51.21;0.05763985
B64G;51.22;0.05763985
B65B;17.11;0.0211154
B65B;17.12;0.0211154
B65B;22.21;0.041767925
B65B;22.22;0.041767925
B65B;22.23;0.041767925
B65B;22.29;0.041767925
B65B;28.22;0.6129014
B65B;28.25;0.0328027
B65B;28.29;0.0328027
B65B;28.93;0.0577953
B65B;28.95;0.018131833333333333
B65B;28.96;0.018131833333333333
B65B;28.99;0.018131833333333333
B65C;11.07;0.037075
B65C;17.11;0.0210945
B65C;17.12;0.0210945
B65C;18.11;0.0150223
B65C;18.12;0.0150223
B65C;20.51;0.16706195
B65C;20.52;0.16706195
B65C;20.53;0.16706195
B65C;20.59;0.16706195
B65C;28.22;0.196795
B65C;28.95;0.008549533333333333
B65C;28.96;0.008549533333333333
B65C;28.99;0.008549533333333333
B65D;10.85;0.0044554
B65D;11.02;0.015632666666666666
B65D;11.03;0.015632666666666666
B65D;11.04;0.015632666666666666
B65D;17.11;0.04772125
B65D;17.12;0.04772125
B65D;17.22;0.00958555
B65D;17.23;0.00958555
B65D;17.24;0.00958555
B65D;17.29;0.00958555
B65D;20.51;0.02590595
B65D;20.52;0.02590595
B65D;20.53;0.02590595
B65D;20.59;0.02590595
B65D;22.21;0.164495175
B65D;22.22;0.164495175
B65D;22.23;0.164495175
B65D;22.29;0.164495175
B65D;23.61;0.004260616666666667
B65D;23.62;0.004260616666666667
B65D;23.63;0.004260616666666667
B65D;23.64;0.004260616666666667
B65D;23.65;0.004260616666666667
B65D;23.69;0.004260616666666667
B65D;25.21;0.01359895
B65D;25.29;0.01359895
B65D;52.24;0.0004957
B65F;17.11;0.0379666
B65F;17.12;0.0379666
B65F;22.21;0.11850915
B65F;22.22;0.11850915
B65F;22.23;0.11850915
B65F;22.29;0.11850915
B65F;25.71;0.010316433333333333
B65F;25.72;0.010316433333333333
B65F;25.73;0.010316433333333333
B65F;28.12;0.0509947
B65F;28.22;0.0969184
B65F;29.20;0.0638868
B65F;38.11;0.2072811
B65G;28.22;1.0
B65H;17.11;0.3336321
B65H;17.12;0.3336321
B65H;17.22;0.036610275
B65H;17.23;0.036610275
B65H;17.24;0.036610275
B65H;17.29;0.036610275
B65H;28.22;0.0998767
B65H;28.94;0.0265407
B65H;28.95;0.019959133333333334
B65H;28.96;0.019959133333333334
B65H;28.99;0.019959133333333334
B66B;26.51;0.068732
B66B;28.15;0.0977431
B66B;28.22;0.6287279
B66B;33.19;0.0493511
B66B;43.29;0.1554459
B66C;28.22;1.0
B66D;28.15;0.1326789
B66D;28.22;0.8673211
B66F;25.71;0.24307376666666666
B66F;25.72;0.24307376666666666
B66F;25.73;0.24307376666666666
B66F;28.12;0.163248
B66F;28.22;0.1075306
B67B;11.02;0.2552139666666667
B67B;11.03;0.2552139666666667
B67B;11.04;0.2552139666666667
B67B;11.05;0.0258884
B67B;11.06;0.0258884
B67B;22.21;0.01453395
B67B;22.22;0.01453395
B67B;22.23;0.01453395
B67B;22.29;0.01453395
B67B;25.71;0.01761216666666667
B67B;25.72;0.01761216666666667
B67B;25.73;0.01761216666666667
B67B;28.15;0.024793
B67B;28.94;0.046816
B67C;11.02;0.03343246666666667
B67C;11.03;0.03343246666666667
B67C;11.04;0.03343246666666667
B67C;11.05;0.26194755
B67C;11.06;0.26194755
B67C;22.21;0.0070152
B67C;22.22;0.0070152
B67C;22.23;0.0070152
B67C;22.29;0.0070152
B67C;28.22;0.1040971
B67C;28.93;0.2436496
B67D;10.81;0.0677819
B67D;11.02;0.013684866666666665
B67D;11.03;0.013684866666666665
B67D;11.04;0.013684866666666665
B67D;11.05;0.35721325
B67D;11.06;0.35721325
B67D;11.07;0.0907482
B67D;19.20;0.035025
B67D;36.00;0.0509639
B68B;01.43;0.0242598
B68B;14.11;0.00524032
B68B;14.12;0.00524032
B68B;14.13;0.00524032
B68B;14.14;0.00524032
B68B;14.19;0.00524032
B68B;15.12;0.9495385
B68C;13.91;0.1110851
B68C;13.92;0.6024166
B68C;14.11;0.017866760000000002
B68C;14.12;0.017866760000000002
B68C;14.13;0.017866760000000002
B68C;14.14;0.017866760000000002
B68C;14.19;0.017866760000000002
B68C;15.12;0.1419846
B68C;22.19;0.05518
B68F;15.20;0.0349508
B68F;20.51;0.049570475
B68F;20.52;0.049570475
B68F;20.53;0.049570475
B68F;20.59;0.049570475
B68F;22.21;0.01500685
B68F;22.22;0.01500685
B68F;22.23;0.01500685
B68F;22.29;0.01500685
B68F;25.50;0.1553574
B68F;29.10;0.0541779
B68F;32.11;0.2486023
B68F;32.12;0.2486023
B68G;13.91;0.2043024
B68G;31.01;0.1989244
B68G;31.02;0.1989244
B68G;31.03;0.1989244
B68G;31.09;0.1989244
B81B;20.11;0.005867725
B81B;20.12;0.005867725
B81B;20.13;0.005867725
B81B;20.14;0.005867725
B81B;20.51;0.008641625
B81B;20.52;0.008641625
B81B;20.53;0.008641625
B81B;20.59;0.008641625
B81B;23.11;0.0192898
B81B;23.12;0.0192898
B81B;23.13;0.0192898
B81B;23.14;0.0192898
B81B;23.19;0.0192898
B81B;25.50;0.1017472
B81B;26.40;0.2276205
B81B;43.12;0.25807295
B81B;43.13;0.25807295
B81C;20.11;0.014068425
B81C;20.12;0.014068425
B81C;20.13;0.014068425
B81C;20.14;0.014068425
B81C;20.16;0.0248731
B81C;20.17;0.0248731
B81C;20.51;0.0155836
B81C;20.52;0.0155836
B81C;20.53;0.0155836
B81C;20.59;0.0155836
B81C;23.11;0.02936838
B81C;23.12;0.02936838
B81C;23.13;0.02936838
B81C;23.14;0.02936838
B81C;23.19;0.02936838
B81C;25.50;0.1357926
B81C;43.12;0.27450565
B81C;43.13;0.27450565
B82B;20.11;0.090631625
B82B;20.12;0.090631625
B82B;20.13;0.090631625
B82B;20.14;0.090631625
B82B;20.16;0.0306316
B82B;20.17;0.0306316
B82B;21.10;0.01705695
B82B;21.20;0.01705695
B82B;25.50;0.061124
B82B;26.11;0.01371895
B82B;26.12;0.01371895
B82B;26.70;0.4255358
B82B;36.00;0.0279987
B82Y;20.11;0.0615674
B82Y;20.12;0.0615674
B82Y;20.13;0.0615674
B82Y;20.14;0.0615674
B82Y;20.16;0.08776235
B82Y;20.17;0.08776235
B82Y;21.10;0.0178267
B82Y;21.20;0.0178267
B82Y;23.11;0.00572582
B82Y;23.12;0.00572582
B82Y;23.13;0.00572582
B82Y;23.14;0.00572582
B82Y;23.19;0.00572582
B82Y;25.50;0.1187786
B82Y;25.61;0.01637125
B82Y;25.62;0.01637125
B82Y;26.70;0.3294822
B82Y;36.00;0.0329198
C01B;20.11;0.05376465
C01B;20.12;0.05376465
C01B;20.13;0.05376465
C01B;20.14;0.05376465
C01B;20.15;0.2563608
C01B;25.50;0.0328497
C01B;27.90;0.0398437
C01B;28.21;0.0316726
C01B;35.21;0.020928933333333333
C01B;35.22;0.020928933333333333
C01B;35.23;0.020928933333333333
C01B;35.30;0.2221048
C01B;36.00;0.1393231
C01C;20.15;1.0
C01D;01.23;0.036348
C01D;11.07;0.6601427
C01D;20.11;0.041413975
C01D;20.12;0.041413975
C01D;20.13;0.041413975
C01D;20.14;0.041413975
C01D;20.15;0.0702008
C01D;36.00;0.0676525
C01F;01.64;0.0554414
C01F;10.31;0.06993916666666666
C01F;10.32;0.06993916666666666
C01F;10.39;0.06993916666666666
C01F;11.07;0.2555333
C01F;20.11;0.047453675
C01F;20.12;0.047453675
C01F;20.13;0.047453675
C01F;20.14;0.047453675
C01F;20.15;0.1468687
C01F;25.50;0.0391139
C01F;36.00;0.1034107
C01G;10.71;0.0155814
C01G;10.72;0.0155814
C01G;20.11;0.06507435
C01G;20.12;0.06507435
C01G;20.13;0.06507435
C01G;20.14;0.06507435
C01G;20.15;0.2893384
C01G;25.50;0.2106016
C01G;27.20;0.0855694
C01G;36.00;0.1230302
C01P;10.71;0.01789325
C01P;10.72;0.01789325
C01P;20.11;0.081534875
C01P;20.12;0.081534875
C01P;20.13;0.081534875
C01P;20.14;0.081534875
C01P;20.15;0.1364612
C01P;20.16;0.035043
C01P;20.17;0.035043
C01P;20.30;0.0223417
C01P;25.50;0.1276314
C01P;25.61;0.03966235
C01P;25.62;0.03966235
C01P;27.20;0.0727745
C01P;36.00;0.1294545
C02F;20.11;0.00942245
C02F;20.12;0.00942245
C02F;20.13;0.00942245
C02F;20.14;0.00942245
C02F;20.15;0.0262325
C02F;36.00;0.8775826
C02F;37.00;0.0584951
C03B;23.11;0.18045402
C03B;23.12;0.18045402
C03B;23.13;0.18045402
C03B;23.14;0.18045402
C03B;23.19;0.18045402
C03B;28.21;0.0977299
C03C;23.11;0.19563134
C03C;23.12;0.19563134
C03C;23.13;0.19563134
C03C;23.14;0.19563134
C03C;23.19;0.19563134
C03C;23.41;0.00436866
C03C;23.42;0.00436866
C03C;23.43;0.00436866
C03C;23.44;0.00436866
C03C;23.49;0.00436866
C04B;23.41;0.06471952
C04B;23.42;0.06471952
C04B;23.43;0.06471952
C04B;23.44;0.06471952
C04B;23.49;0.06471952
C04B;23.51;0.2944624
C04B;23.52;0.2944624
C04B;23.61;0.014579616666666668
C04B;23.62;0.014579616666666668
C04B;23.63;0.014579616666666668
C04B;23.64;0.014579616666666668
C04B;23.65;0.014579616666666668
C04B;23.69;0.014579616666666668
C05B;20.15;1.0
C05C;20.15;1.0
C05D;01.15;0.0111757
C05D;01.23;0.0238613
C05D;20.15;0.878336
C05D;23.31;0.0234162
C05D;23.32;0.0234162
C05D;36.00;0.0397947
C05F;01.50;0.0063549
C05F;08.92;0.0759607
C05F;20.15;0.8392096
C05F;36.00;0.0784749
C05G;20.15;1.0
C06B;20.11;0.0062435
C06B;20.12;0.0062435
C06B;20.13;0.0062435
C06B;20.14;0.0062435
C06B;20.16;0.0135996
C06B;20.17;0.0135996
C06B;20.51;0.2369567
C06B;20.52;0.2369567
C06B;20.53;0.2369567
C06B;20.59;0.2369567
C06C;20.51;0.25
C06C;20.52;0.25
C06C;20.53;0.25
C06C;20.59;0.25
C06D;20.11;0.048079275
C06D;20.12;0.048079275
C06D;20.13;0.048079275
C06D;20.14;0.048079275
C06D;20.15;0.042307
C06D;20.16;0.01232635
C06D;20.17;0.01232635
C06D;20.51;0.0522683
C06D;20.52;0.0522683
C06D;20.53;0.0522683
C06D;20.59;0.0522683
C06D;28.25;0.265825
C06D;28.29;0.265825
C06F;19.20;0.927053
C06F;20.16;0.01051305
C06F;20.17;0.01051305
C06F;20.51;0.012980225
C06F;20.52;0.012980225
C06F;20.53;0.012980225
C06F;20.59;0.012980225
C07B;20.11;0.17077995
C07B;20.12;0.17077995
C07B;20.13;0.17077995
C07B;20.14;0.17077995
C07B;20.15;0.0254796
C07B;21.10;0.1300863
C07B;21.20;0.1300863
C07B;36.00;0.0312279
C07C;19.20;0.0954147
C07C;20.11;0.1417908
C07C;20.12;0.1417908
C07C;20.13;0.1417908
C07C;20.14;0.1417908
C07C;20.15;0.1025644
C07C;20.16;0.03725225
C07C;20.17;0.03725225
C07C;21.10;0.04642375
C07C;21.20;0.04642375
C07C;36.00;0.0675057
C07D;20.11;0.01972345
C07D;20.12;0.01972345
C07D;20.13;0.01972345
C07D;20.14;0.01972345
C07D;21.10;0.45419375
C07D;21.20;0.45419375
C07D;87.20;0.0127187
C07F;20.11;0.150025775
C07F;20.12;0.150025775
C07F;20.13;0.150025775
C07F;20.14;0.150025775
C07F;20.15;0.1295977
C07F;20.16;0.0323432
C07F;20.17;0.0323432
C07F;20.20;0.0231618
C07F;21.10;0.08017715
C07F;21.20;0.08017715
C07F;36.00;0.0220966
C07G;01.14;0.052581
C07G;08.11;0.0479252
C07G;08.12;0.0479252
C07G;10.11;0.012539566666666667
C07G;10.12;0.012539566666666667
C07G;10.13;0.012539566666666667
C07G;10.62;0.0236387
C07G;20.11;0.078524175
C07G;20.12;0.078524175
C07G;20.13;0.078524175
C07G;20.14;0.078524175
C07G;20.16;0.0183601
C07G;20.17;0.0183601
C07G;20.41;0.02456465
C07G;20.42;0.02456465
C07G;21.10;0.06396215
C07G;21.20;0.06396215
C07G;23.31;0.01466035
C07G;23.32;0.01466035
C07G;23.91;0.043419
C07G;23.99;0.043419
C07G;36.00;0.1462822
C07H;10.62;0.0315278
C07H;10.81;0.509304
C07H;20.11;0.0130752
C07H;20.12;0.0130752
C07H;20.13;0.0130752
C07H;20.14;0.0130752
C07H;20.15;0.0321731
C07H;21.10;0.18734715
C07H;21.20;0.18734715
C07J;20.11;0.026227425
C07J;20.12;0.026227425
C07J;20.13;0.026227425
C07J;20.14;0.026227425
C07J;21.10;0.44754515
C07J;21.20;0.44754515
C07K;10.83;0.009560575
C07K;10.84;0.009560575
C07K;10.86;0.009560575
C07K;10.89;0.009560575
C07K;21.10;0.48087885
C07K;21.20;0.48087885
C08B;01.16;0.0056173
C08B;10.61;0.0550128
C08B;10.62;0.7407994
C08B;20.11;0.012617325
C08B;20.12;0.012617325
C08B;20.13;0.012617325
C08B;20.14;0.012617325
C08B;20.16;0.0618385
C08B;20.17;0.0618385
C08B;36.00;0.0244242
C08C;20.11;0.036601275
C08C;20.12;0.036601275
C08C;20.13;0.036601275
C08C;20.14;0.036601275
C08C;20.16;0.3780846
C08C;20.17;0.3780846
C08C;22.11;0.0565508
C08C;22.19;0.0408749
C08F;20.11;0.00952335
C08F;20.12;0.00952335
C08F;20.13;0.00952335
C08F;20.14;0.00952335
C08F;20.16;0.4809533
C08F;20.17;0.4809533
C08G;20.11;0.031817875
C08G;20.12;0.031817875
C08G;20.13;0.031817875
C08G;20.14;0.031817875
C08G;20.16;0.4249349
C08G;20.17;0.4249349
C08G;36.00;0.0228587
C08H;08.93;0.0166108
C08H;10.61;0.0380662
C08H;10.62;0.053096
C08H;10.81;0.0606062
C08H;11.07;0.0267116
C08H;20.11;0.116146825
C08H;20.12;0.116146825
C08H;20.13;0.116146825
C08H;20.14;0.116146825
C08H;20.15;0.0295907
C08H;20.16;0.0811531
C08H;20.17;0.0811531
C08H;20.51;0.00760025
C08H;20.52;0.00760025
C08H;20.53;0.00760025
C08H;20.59;0.00760025
C08H;36.00;0.118024
C08J;20.11;0.011230925
C08J;20.12;0.011230925
C08J;20.13;0.011230925
C08J;20.14;0.011230925
C08J;20.16;0.4570214
C08J;20.17;0.4570214
C08J;36.00;0.0410335
C08K;20.11;0.0258422
C08K;20.12;0.0258422
C08K;20.13;0.0258422
C08K;20.14;0.0258422
C08K;20.16;0.42264425
C08K;20.17;0.42264425
C08K;23.11;0.0052401999999999995
C08K;23.12;0.0052401999999999995
C08K;23.13;0.0052401999999999995
C08K;23.14;0.0052401999999999995
C08K;23.19;0.0052401999999999995
C08K;23.31;0.01257085
C08K;23.32;0.01257085
C08L;20.16;0.47931925
C08L;20.17;0.47931925
C08L;23.91;0.02068075
C08L;23.99;0.02068075
C09B;10.31;0.0138174
C09B;10.32;0.0138174
C09B;10.39;0.0138174
C09B;13.30;0.0902939
C09B;13.91;0.0284338
C09B;14.11;0.012886819999999998
C09B;14.12;0.012886819999999998
C09B;14.13;0.012886819999999998
C09B;14.14;0.012886819999999998
C09B;14.19;0.012886819999999998
C09B;15.11;0.1929479
C09B;17.11;0.03404875
C09B;17.12;0.03404875
C09B;20.11;0.0675384
C09B;20.12;0.0675384
C09B;20.13;0.0675384
C09B;20.14;0.0675384
C09B;20.16;0.09510535
C09B;20.17;0.09510535
C09B;20.60;0.0539763
C09C;10.71;0.0113283
C09C;10.72;0.0113283
C09C;17.11;0.0397707
C09C;17.12;0.0397707
C09C;20.11;0.030099225
C09C;20.12;0.030099225
C09C;20.13;0.030099225
C09C;20.14;0.030099225
C09C;20.15;0.0571038
C09C;20.16;0.08049485
C09C;20.17;0.08049485
C09C;20.30;0.0450667
C09C;23.31;0.05129185
C09C;23.32;0.05129185
C09C;23.41;0.00437358
C09C;23.42;0.00437358
C09C;23.43;0.00437358
C09C;23.44;0.00437358
C09C;23.49;0.00437358
C09C;25.50;0.030046
C09C;25.61;0.1607906
C09C;25.62;0.1607906
C09C;28.21;0.038166
C09D;20.11;0.016375
C09D;20.12;0.016375
C09D;20.13;0.016375
C09D;20.14;0.016375
C09D;20.16;0.22397885
C09D;20.17;0.22397885
C09D;20.30;0.4248601
C09D;25.61;0.0308411
C09D;25.62;0.0308411
C09F;10.41;0.01705385
C09F;10.42;0.01705385
C09F;16.24;0.0770284
C09F;17.11;0.0459353
C09F;17.12;0.0459353
C09F;20.11;0.025096425
C09F;20.12;0.025096425
C09F;20.13;0.025096425
C09F;20.14;0.025096425
C09F;20.30;0.2675779
C09F;20.41;0.16757945
C09F;20.42;0.16757945
C09F;20.51;0.011249025
C09F;20.52;0.011249025
C09F;20.53;0.011249025
C09F;20.59;0.011249025
C09F;25.61;0.02443735
C09F;25.62;0.02443735
C09G;20.11;0.158609025
C09G;20.12;0.158609025
C09G;20.13;0.158609025
C09G;20.14;0.158609025
C09G;20.15;0.0251021
C09G;20.16;0.1582589
C09G;20.17;0.1582589
C09G;43.12;0.01121525
C09G;43.13;0.01121525
C09G;95.24;0.0015135
C09H;10.11;0.020426166666666665
C09H;10.12;0.020426166666666665
C09H;10.13;0.020426166666666665
C09H;10.31;0.016276533333333332
C09H;10.32;0.016276533333333332
C09H;10.39;0.016276533333333332
C09H;10.71;0.0186312
C09H;10.72;0.0186312
C09H;17.11;0.01690855
C09H;17.12;0.01690855
C09H;20.11;0.013462975
C09H;20.12;0.013462975
C09H;20.13;0.013462975
C09H;20.14;0.013462975
C09H;20.15;0.0274381
C09H;20.51;0.184380625
C09H;20.52;0.184380625
C09H;20.53;0.184380625
C09H;20.59;0.184380625
C09J;20.16;0.0846604
C09J;20.17;0.0846604
C09J;20.51;0.2076698
C09J;20.52;0.2076698
C09J;20.53;0.2076698
C09J;20.59;0.2076698
C09K;10.71;0.0141501
C09K;10.72;0.0141501
C09K;20.11;0.075559575
C09K;20.12;0.075559575
C09K;20.13;0.075559575
C09K;20.14;0.075559575
C09K;20.15;0.0398327
C09K;20.16;0.20322265
C09K;20.17;0.20322265
C09K;23.31;0.0604605
C09K;23.32;0.0604605
C09K;23.51;0.05113125
C09K;23.52;0.05113125
C10B;19.10;1.0
C10C;08.99;0.0019039
C10C;19.10;0.0979014
C10C;23.91;0.4500973
C10C;23.99;0.4500973
C10F;05.20;0.881402
C10F;35.30;0.0857
C10F;36.00;0.032898
C10G;06.10;0.06371
C10G;19.10;0.3121179
C10G;19.20;0.5828183
C10G;35.30;0.0413537
C10H;23.61;0.0053567833333333335
C10H;23.62;0.0053567833333333335
C10H;23.63;0.0053567833333333335
C10H;23.64;0.0053567833333333335
C10H;23.65;0.0053567833333333335
C10H;23.69;0.0053567833333333335
C10H;28.11;0.0633059
C10H;29.10;0.0667407
C10H;36.00;0.8378127
C10J;05.10;0.0567708
C10J;19.10;0.3717095
C10J;20.11;0.0067893
C10J;20.12;0.0067893
C10J;20.13;0.0067893
C10J;20.14;0.0067893
C10J;28.21;0.1124762
C10J;28.25;0.02756355
C10J;28.29;0.02756355
C10J;35.21;0.024163566666666667
C10J;35.22;0.024163566666666667
C10J;35.23;0.024163566666666667
C10J;35.30;0.2447803
C10J;36.00;0.0594884
C10K;05.10;0.0519396
C10K;19.10;0.4312923
C10K;20.11;0.013551975
C10K;20.12;0.013551975
C10K;20.13;0.013551975
C10K;20.14;0.013551975
C10K;20.15;0.0695992
C10K;28.21;0.0429276
C10K;28.25;0.0169061
C10K;28.29;0.0169061
C10K;35.21;0.020952
C10K;35.22;0.020952
C10K;35.23;0.020952
C10K;35.30;0.1516125
C10K;36.00;0.1017528
C10L;19.10;0.0429011
C10L;19.20;0.8563439
C10L;20.11;0.011542575
C10L;20.12;0.011542575
C10L;20.13;0.011542575
C10L;20.14;0.011542575
C10L;35.21;0.0095914
C10L;35.22;0.0095914
C10L;35.23;0.0095914
C10L;36.00;0.0258106
C10M;19.20;0.0788334
C10M;20.11;0.084312375
C10M;20.12;0.084312375
C10M;20.13;0.084312375
C10M;20.14;0.084312375
C10M;20.15;0.1238589
C10M;20.16;0.1054713
C10M;20.17;0.1054713
C10M;20.41;0.11240775
C10M;20.42;0.11240775
C10M;36.00;0.0243002
C10N;19.20;0.103624
C10N;20.11;0.076209625
C10N;20.12;0.076209625
C10N;20.13;0.076209625
C10N;20.14;0.076209625
C10N;20.15;0.1113702
C10N;20.16;0.10272405
C10N;20.17;0.10272405
C10N;20.41;0.1373596
C10N;20.42;0.1373596
C11B;01.22;0.0166931
C11B;01.64;0.1108381
C11B;10.41;0.26492305
C11B;10.42;0.26492305
C11B;10.61;0.0753919
C11B;20.41;0.1336154
C11B;20.42;0.1336154
C11C;10.41;0.36632055
C11C;10.42;0.36632055
C11C;19.20;0.0478969
C11C;20.11;0.006672425
C11C;20.12;0.006672425
C11C;20.13;0.006672425
C11C;20.14;0.006672425
C11C;32.91;0.0963861
C11C;32.99;0.0963861
C11D;20.41;0.5
C11D;20.42;0.5
C12C;10.83;0.006975825
C12C;10.84;0.006975825
C12C;10.86;0.006975825
C12C;10.89;0.006975825
C12C;11.05;0.48604835
C12C;11.06;0.48604835
C12F;01.11;0.0296594
C12F;01.14;0.0430806
C12F;01.21;0.0179413
C12F;08.11;0.0141358
C12F;08.12;0.0141358
C12F;10.61;0.0237693
C12F;10.81;0.0544006
C12F;10.83;0.008336275
C12F;10.84;0.008336275
C12F;10.86;0.008336275
C12F;10.89;0.008336275
C12F;11.02;0.21624476666666667
C12F;11.03;0.21624476666666667
C12F;11.04;0.21624476666666667
C12F;11.05;0.0603989
C12F;11.06;0.0603989
C12G;11.02;0.3226133666666667
C12G;11.03;0.3226133666666667
C12G;11.04;0.3226133666666667
C12G;11.05;0.01607995
C12G;11.06;0.01607995
C12H;11.02;0.17703123333333334
C12H;11.03;0.17703123333333334
C12H;11.04;0.17703123333333334
C12H;11.05;0.23445315
C12H;11.06;0.23445315
C12J;10.31;0.012041499999999998
C12J;10.32;0.012041499999999998
C12J;10.39;0.012041499999999998
C12J;10.83;0.225273725
C12J;10.84;0.225273725
C12J;10.86;0.225273725
C12J;10.89;0.225273725
C12J;11.02;0.0132874
C12J;11.03;0.0132874
C12J;11.04;0.0132874
C12J;20.11;0.0057296
C12J;20.12;0.0057296
C12J;20.13;0.0057296
C12J;20.14;0.0057296
C12L;11.02;0.3333333333333333
C12L;11.03;0.3333333333333333
C12L;11.04;0.3333333333333333
C12M;01.61;0.05844
C12M;10.83;0.012357225
C12M;10.84;0.012357225
C12M;10.86;0.012357225
C12M;10.89;0.012357225
C12M;20.11;0.021930375
C12M;20.12;0.021930375
C12M;20.13;0.021930375
C12M;20.14;0.021930375
C12M;22.19;0.0483056
C12M;22.21;0.0344764
C12M;22.22;0.0344764
C12M;22.23;0.0344764
C12M;22.29;0.0344764
C12M;28.13;0.018673
C12M;28.14;0.018673
C12M;28.25;0.0182025
C12M;28.29;0.0182025
C12M;35.30;0.1035323
C12M;36.00;0.4144664
C12M;43.91;0.0132244
C12M;43.99;0.0132244
